,lat,lan
0,28.58224161,77.21070548
1,28.54151314,77.27907856
2,28.67348506,77.17611079
3,28.70873325,77.34382802
4,28.57347953,77.13863681
5,28.64434922,77.24455491
6,28.65458529,77.1287959 
7,28.66946819,77.32041031
8,28.59565652,77.30914059
9,28.61357848,77.0787599 
