,lat,lan
0,28.72085778,77.22247232
1,28.59267334,77.24256519
2,28.62061856,77.29090818
3,28.57253815,77.18237816
4,28.68107656,77.1305282 
5,28.59749083,77.34331528
6,28.53089514,77.2721055 
7,28.6283982,77.10234037
8,28.65687293,77.20744127
9,28.66941524,77.31559899
