,lat,lan
0,28.65320529,77.35256562
1,28.60913436,77.21176928
2,28.69143911,77.11987045
3,28.60308122,77.32477812
4,28.62654443,77.10336365
5,28.66281063,77.26676463
6,28.55252522,77.16486182
7,28.55500826,77.25715319
8,28.69245333,77.21299932
9,28.64179471,77.16312865
